name,birthDate,age,height,weight,association,fighterClass,win,loss,nationality,locality,url
takeshi tanaka,08/24/1973,48,72,198,salute,light heavyweight,2,1,Japan,None,https://www.sherdog.com/fighter/Takeshi-Tanaka-8304
tetsuo yokoyama,None,None,None,None,None,None,1,2,Japan,None,https://www.sherdog.com/fighter/Tetsuo-Yokoyama-10602
ken orihashi,03/10/1981,40,70,253,power of dream,heavyweight,8,7,Japan,None,https://www.sherdog.com/fighter/Ken-Orihashi-2595
rene rooze,01/26/1969,53,79,231,k1 aerts dojo,heavyweight,5,4,Netherlands,None,https://www.sherdog.com/fighter/Rene-Rooze-457
yoshinori nishi,07/19/1955,66,72,205,wajutsu keishukai,light heavyweight,4,3,Japan,None,https://www.sherdog.com/fighter/Yoshinori-Nishi-472
tomoyuki saito,None,None,None,None,None,None,2,3,Japan,None,https://www.sherdog.com/fighter/Tomoyuki-Saito-10605
yukiya naito,None,None,73,205,wajutsu keishukai a3,light heavyweight,15,6,Japan,None,https://www.sherdog.com/fighter/Yukiya-Naito-4737
andre van den oetelaar,None,None,None,None,None,None,2,5,None,None,https://www.sherdog.com/fighter/Andre-Van-Den-Oetelaar-675
takeshi ono,09/30/1974,47,70,165,None,welterweight,2,4,Japan,None,https://www.sherdog.com/fighter/Takeshi-Ono-8306
toshio ando,None,None,None,None,None,None,0,2,Japan,None,https://www.sherdog.com/fighter/Toshio-Ando-10614
shinichiro takamura,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Shinichiro-Takamura-5940
scott bessac,None,None,76,259,lion's den,heavyweight,4,6,United States,-Lodi California-,https://www.sherdog.com/fighter/Scott-Bessac-121
yuji hoshino,08/7/1975,46,68,143,wajutsu keishukai gods,featherweight,18,9,Japan,-Tokyo-,https://www.sherdog.com/fighter/Yuji-Hoshino-1730
kenji ogusu,None,None,None,None,None,None,3,1,None,None,https://www.sherdog.com/fighter/Kenji-Ogusu-11112
togo togo,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Togo-Togo-28780
david hood,None,None,72,189,None,light heavyweight,1,3,United States,-Lowell Massachusetts-,https://www.sherdog.com/fighter/David-Hood-1720
hikaru sato,07/8/1980,41,69,185,pancrase mission,middleweight,24,26,Japan,-Okayama-,https://www.sherdog.com/fighter/Hikaru-Sato-1716
misaki kubota,None,None,None,None,None,None,0,2,Japan,None,https://www.sherdog.com/fighter/Misaki-Kubota-10929
yoshiaki murai,None,None,None,None,midzukijuku,None,1,3,Japan,None,https://www.sherdog.com/fighter/Yoshiaki-Murai-25569
todd butler,None,None,73,198,None,light heavyweight,1,4,United States,-Curwensville Phildelphia-,https://www.sherdog.com/fighter/Todd-Butler-173
michael sa jin kwok,10/16/1975,46,66,156,team tackle,lightweight,12,5,United States,-Hawaii-,https://www.sherdog.com/fighter/Michael-Sa-Jin-Kwok-658
eiji mizuno,None,None,None,None,None,None,1,1,Japan,None,https://www.sherdog.com/fighter/Eiji-Mizuno-11732
masahiro oishi,11/29/1968,53,67,135,independent,bantamweight,29,22,Japan,-Tokyo-,https://www.sherdog.com/fighter/Masahiro-Oishi-1200
kevin jackson,11/25/1964,57,70,199,None,light heavyweight,4,2,United States,-Phoenix Arizona-,https://www.sherdog.com/fighter/Kevin-Jackson-172
tom wilbeck,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Tom-Wilbeck-659
chuck white,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Chuck-White-30432
katsuhisa akasaki,03/3/1974,47,64,143,akasaki dojo,featherweight,6,21,Japan,-Fukuoka-,https://www.sherdog.com/fighter/Katsuhisa-Akasaki-1220
tony fryklund,03/26/1971,50,72,155,miletich fighting systems,lightweight,14,9,United States,-Boston Massachusetts-,https://www.sherdog.com/fighter/Tony-Fryklund-168
andy sanders,None,None,None,None,None,None,7,7,None,None,https://www.sherdog.com/fighter/Andy-Sanders-681
jerry bohlander,11/2/1974,47,71,199,lion's den,light heavyweight,11,4,United States,-Napa California-,https://www.sherdog.com/fighter/Jerry-Bohlander-127
takeshi takamatsu,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Takeshi-Takamatsu-4570
donnie chappell,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Donnie-Chappell-169
kevin fickes,None,None,None,None,None,None,1,1,None,None,https://www.sherdog.com/fighter/Kevin-Fickes-683
phil benedict,None,None,66,200,None,light heavyweight,1,2,United States,-Moreno Valley California-,https://www.sherdog.com/fighter/Phil-Benedict-387
scott ferrozzo,04/26/1965,56,71,323,None,super heavyweight,4,2,United States,-Shakopee Minnesota-,https://www.sherdog.com/fighter/Scott-Ferrozzo-128
gary goodridge,01/17/1966,56,75,240,big daddy fight team,heavyweight,23,22,Canada,-Barrie Ontario-,https://www.sherdog.com/fighter/Gary-Goodridge-129
tim hughes,None,None,None,None,None,None,1,1,None,None,https://www.sherdog.com/fighter/Tim-Hughes-682
jerry bell,None,None,74,210,None,heavyweight,0,1,United States,-Irmo South Carolina-,https://www.sherdog.com/fighter/Jerry-Bell-25788
steve grinnow,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Steve-Grinnow-10460
paul herrera,None,None,70,185,empire training center,middleweight,1,1,United States,-Huntington Beach California-,https://www.sherdog.com/fighter/Paul-Herrera-130
drew nagelly,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Drew-Nagelly-28232
mark schultz,None,None,70,203,None,light heavyweight,1,0,United States,-Lindon Utah-,https://www.sherdog.com/fighter/Mark-Schultz-133
john campetella,None,None,69,235,None,heavyweight,0,1,United States,-New York New York-,https://www.sherdog.com/fighter/John-Campetella-140
joe moreira,07/3/1961,60,71,205,None,light heavyweight,2,2,Brazil,-Rio de Janeiro-,https://www.sherdog.com/fighter/Joe-Moreira-126
mark coleman,12/20/1964,57,73,205,hammer house,light heavyweight,16,10,United States,-Columbus Ohio-,https://www.sherdog.com/fighter/Mark-Coleman-136
mario neto,None,None,72,229,mario sukata team,heavyweight,13,5,Brazil,-Joao Pessoa Paraiba-,https://www.sherdog.com/fighter/Mario-Neto-1950
augusto menezes santos,None,None,73,176,None,middleweight,1,9,Brazil,-Sergipe-,https://www.sherdog.com/fighter/Augusto-Menezes-Santos-1378
paul varelans,09/17/1969,52,None,68,None,super heavyweight,9,9,United States,-Fairbanks Alaska-,https://www.sherdog.com/fighter/Paul-Varelans-112
moti horenstein,03/23/1964,57,73,205,moti horenstein mma,light heavyweight,1,6,United States,-Spring Valley New York-,https://www.sherdog.com/fighter/Moti-Horenstein-139
justin mccully,02/18/1976,45,74,235,team punishment,heavyweight,11,5,United States,-Orange California-,https://www.sherdog.com/fighter/Justin-McCully-930
luis oliveira,None,None,69,165,None,welterweight,1,2,Brazil,None,https://www.sherdog.com/fighter/Luis-Oliveira-1984
mark hall,03/3/1961,60,72,190,None,light heavyweight,5,6,United States,-Murrieta California-,https://www.sherdog.com/fighter/Mark-Hall-118
patrick smith,08/28/1963,58,None,62,None,heavyweight,20,17,United States,-Denver Colorado-,https://www.sherdog.com/fighter/Patrick-Smith-21
kenji akiyama,08/23/1970,51,69,195,zendokai,light heavyweight,0,4,Japan,-Aizuwakamatsu Fukushima-,https://www.sherdog.com/fighter/Kenji-Akiyama-2301
aloisio freitas neto,None,None,69,176,None,middleweight,10,7,Brazil,-Salvador Bahia-,https://www.sherdog.com/fighter/Aloisio-Freitas-Neto-1379
trent jenkins,None,None,74,185,None,middleweight,0,4,United States,-Denver Colorado-,https://www.sherdog.com/fighter/Trent-Jenkins-23
ray wizard,None,None,None,None,None,None,0,1,United States,-Los Angeles California-,https://www.sherdog.com/fighter/Ray-Wizard-26
kenichi yamamoto,07/11/1976,45,71,185,power of dream,middleweight,5,12,Japan,-Sapporo Hokkaido-,https://www.sherdog.com/fighter/Kenichi-Yamamoto-236
marcelo palmier,None,None,None,None,None,None,0,2,None,None,https://www.sherdog.com/fighter/Marcelo-Palmier-2528
max smith,None,None,None,170,None,welterweight,3,4,United States,-Denver Colorado-,https://www.sherdog.com/fighter/Max-Smith-23965
griffen reynaud,None,None,72,200,None,light heavyweight,2,3,United States,-Salt Lake City Utah-,https://www.sherdog.com/fighter/Griffen-Reynaud-399
chris haseman,06/2/1969,52,71,198,rings australia,light heavyweight,20,17,Australia,None,https://www.sherdog.com/fighter/Chris-Haseman-1449
masayuki naruse,03/15/1973,48,68,193,freelance,light heavyweight,6,14,Japan,-Tokyo-,https://www.sherdog.com/fighter/Masayuki-Naruse-1529
josh orndorff,None,None,76,175,twisted fitness,middleweight,0,0,United States,-Parker Colorado-,https://www.sherdog.com/fighter/Josh-Orndorff-46933
john marsh,09/15/1970,51,72,222,team neutral grounds,heavyweight,8,7,United States,-Torrance California-,https://www.sherdog.com/fighter/John-Marsh-9
hiriwa te rangi,04/19/1967,54,76,230,None,heavyweight,2,9,New Zealand,-Invercargill Southland-,https://www.sherdog.com/fighter/Hiriwa-Te-Rangi-16835
satir gotchev,None,None,None,None,None,None,1,0,None,None,https://www.sherdog.com/fighter/Satir-Gotchev-28159
sean martinez,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Sean-Martinez-46934
paul pumphery,None,None,None,None,None,None,1,1,None,None,https://www.sherdog.com/fighter/Paul-Pumphery-783
brad morris,None,None,73,253,gracie barra sydney,heavyweight,10,6,Australia,-Sydney New South Wales-,https://www.sherdog.com/fighter/Brad-Morris-9024
rob knight,None,None,None,None,None,None,2,0,None,None,https://www.sherdog.com/fighter/Rob-Knight-40533
josh lanier,04/21/1979,42,78,259,lovato total fitness,heavyweight,9,10,United States,-Albuquerque New Mexico-,https://www.sherdog.com/fighter/Josh-Lanier-21954
felise leniu,None,None,69,249,contender gym,heavyweight,11,7,Australia,-Blacktown New South Wales-,https://www.sherdog.com/fighter/Felise-Leniu-25596
doug meijer,None,None,None,None,None,None,2,1,None,None,https://www.sherdog.com/fighter/Doug-Meijer-9034
bruce white,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Bruce-White-40535
mikey sims,None,None,None,230,None,heavyweight,0,1,United States,-Texas-,https://www.sherdog.com/fighter/Mikey-Sims-167497
reuben de jong,None,None,None,None,None,None,2,0,None,None,https://www.sherdog.com/fighter/Reuben-de-Jong-25589
paul cowie,None,None,None,None,None,None,0,1,Australia,None,https://www.sherdog.com/fighter/Paul-Cowie-49523
lucas browne,None,None,77,264,elite fight gym,heavyweight,6,2,Australia,-Penrith New South Wales-,https://www.sherdog.com/fighter/Lucas-Browne-42821
mazem mohamed,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Mazem-Mohamed-57878
gala tolua,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Gala-Tolua-29339
peter graham,08/5/1975,46,74,247,boxing works,heavyweight,11,10,Australia,-Prospect South Australia-,https://www.sherdog.com/fighter/Peter-Graham-29584
jeff king,None,None,None,185,ultimate training centre st. mary's,middleweight,2,19,Australia,-Sydney New South Wales-,https://www.sherdog.com/fighter/Jeff-King-23657
tui wright,None,None,None,None,scamma,None,1,1,None,None,https://www.sherdog.com/fighter/Tui-Wright-47073
willie moon,None,None,None,None,nga puhi fight training,None,0,1,Australia,None,https://www.sherdog.com/fighter/Willie-Moon-55590
tai tuivasa,03/16/1993,28,74,264,lions high performance centre,heavyweight,13,3,Australia,-Sydney New South Wales-,https://www.sherdog.com/fighter/Tai-Tuivasa-133745
justin  west,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Justin-West-39908
more mehau,None,None,None,230,None,heavyweight,0,1,New Zealand,None,https://www.sherdog.com/fighter/More-Mehau-69922
brad  rice,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Brad-Rice-38759
john hopoate,01/16/1974,48,72,229,giant team,heavyweight,0,0,Australia,-Sydney New South Wales-,https://www.sherdog.com/fighter/John-Hopoate-133747
simon osborne,None,None,73,225,None,heavyweight,1,2,Australia,None,https://www.sherdog.com/fighter/Simon-Osborne-133785
aaron nieborak,None,None,None,None,None,None,0,1,Australia,None,https://www.sherdog.com/fighter/Aaron-Nieborak-56763
erik nosa,None,None,None,None,team nosa kickboxing,None,0,1,Australia,-New South Wales-,https://www.sherdog.com/fighter/Erik-Nosa-136179
gul pohatu,None,None,None,227,None,heavyweight,3,2,Australia,None,https://www.sherdog.com/fighter/Gul-Pohatu-59177
michael mcdaniel,None,None,74,203,vision quest mma,light heavyweight,2,7,Australia,-Ipswich Queensland-,https://www.sherdog.com/fighter/Michael-McDaniel-114599
rick mathews,None,None,None,None,None,None,0,1,Australia,None,https://www.sherdog.com/fighter/Rick-Mathews-56764
brandon sosoli,None,None,74,265,freestyle fighting gym,heavyweight,5,4,Australia,-Wollongong New South Wales-,https://www.sherdog.com/fighter/Brandon-Sosoli-120441
nick bond,None,None,None,None,None,None,0,2,Australia,None,https://www.sherdog.com/fighter/Nick-Bond-73110
josh    smith,02/7/1990,32,73,170,ronin fight team,welterweight,4,4,Australia,-Brisbane Queensland-,https://www.sherdog.com/fighter/Josh-Smith-95971
aaron boyes,None,None,69,224,strike force auckland,heavyweight,1,1,New Zealand,-Auckland Auckland-,https://www.sherdog.com/fighter/Aaron-Boyes-57871
james lane,None,None,None,None,28 hundred,None,0,1,Australia,None,https://www.sherdog.com/fighter/James-Lane-125607
stephen ivic,None,None,None,None,None,None,1,0,Australia,None,https://www.sherdog.com/fighter/Stephen-Ivic-73109
ricki brideoake,None,None,None,170,None,welterweight,0,0,Australia,-Brisbane Queensland-,https://www.sherdog.com/fighter/Ricki-Brideoake-114595
bobby southworth,12/16/1969,52,73,228,american kickboxing academy,heavyweight,10,6,United States,-Santa Cruz California-,https://www.sherdog.com/fighter/Bobby-Southworth-551
joseph miller,01/20/1990,32,74,205,None,light heavyweight,0,0,United States,-Kentucky-,https://www.sherdog.com/fighter/Joseph-Miller-377158
william battle,None,None,None,265,None,heavyweight,0,0,United States,-Kentucky-,https://www.sherdog.com/fighter/William-Battle-374806
"danny sallee, jr.",06/5/1970,51,68,205,None,light heavyweight,0,0,United States,-Harrodsburg Kentucky-,https://www.sherdog.com/fighter/Danny-Sallee-Jr-378140
lodune sincaid,05/7/1973,48,None,59,None,middleweight,15,9,United States,-North Hollywood California-,https://www.sherdog.com/fighter/Lodune-Sincaid-4208
joshua franklin,None,None,73,265,360 mma,heavyweight,0,5,United States,-Toledo Ohio-,https://www.sherdog.com/fighter/Joshua-Franklin-71391
justin collett,None,None,72,200,None,light heavyweight,0,0,United States,-Huler Kentucky-,https://www.sherdog.com/fighter/Justin-Collett-43332
ronald roundtree,None,None,72,205,None,light heavyweight,0,0,United States,-Kentucky-,https://www.sherdog.com/fighter/Ronald-Roundtree-378394
shawn menendez,None,None,73,195,afga fight team,light heavyweight,0,2,United States,-Oxnard California-,https://www.sherdog.com/fighter/Shawn-Menendez-2631
roger minton iii,08/23/1982,39,74,225,grudge training center,heavyweight,4,9,United States,-Marion Illinois-,https://www.sherdog.com/fighter/Roger-Minton-III-41633
william  reeder,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/William-Reeder-43331
alex  taylor,None,None,None,206,None,light heavyweight,0,0,None,None,https://www.sherdog.com/fighter/Alex-Taylor-43391
lalo moz,None,None,72,200,team fresno,light heavyweight,2,0,United States,-Fresno California-,https://www.sherdog.com/fighter/Lalo-Moz-2630
freddy  stone,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Freddy-Stone-43284
stephen  westbeld,None,None,None,234,None,heavyweight,0,0,None,None,https://www.sherdog.com/fighter/Stephen-Westbeld-43410
danny stoner,None,None,70,250,edge fitness,heavyweight,1,3,United States,-Paducah Kentucky-,https://www.sherdog.com/fighter/Danny-Stoner-2138
benjamin baker,None,None,75,240,None,heavyweight,4,0,United States,-Paducah Kentucky-,https://www.sherdog.com/fighter/Benjamin-Baker-60304
william  asher,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/William-Asher-43285
chad corvin,None,None,77,253,etown beatdown,heavyweight,5,0,United States,-Elizabethtown Kentucky-,https://www.sherdog.com/fighter/Chad-Corvin-38129
joshua cozart,None,None,77,274,None,super heavyweight,2,1,None,None,https://www.sherdog.com/fighter/Joshua-Cozart-60302
marcus kaiser,None,None,72,220,None,heavyweight,0,3,United States,-LaFayette Georgia-,https://www.sherdog.com/fighter/Marcus-Kaiser-50767
goldman butler,None,None,None,None,None,None,1,4,None,None,https://www.sherdog.com/fighter/Goldman-Butler-48845
delbert  ethington,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Delbert-Ethington-38936
jeffrey wyatt,None,None,74,312,None,super heavyweight,0,1,None,None,https://www.sherdog.com/fighter/Jeffrey-Wyatt-60303
nick albin,None,None,None,None,None,None,1,0,None,None,https://www.sherdog.com/fighter/Nick-Albin-50766
jacob noe,07/29/1980,41,74,205,memphis judo & jiu-jitsu,light heavyweight,11,3,United States,-Brighton Tennessee-,https://www.sherdog.com/fighter/Jacob-Noe-5881
john  magan,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/John-Magan-38894
michael  brewers,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Michael-Brewers-38935
kelvin  stokes,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Kelvin-Stokes-39882
jim kendricks,None,None,None,235,None,heavyweight,0,0,United States,-Tennessee-,https://www.sherdog.com/fighter/Jim-Kendricks-124233
billy macdonald,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Billy-MacDonald-40588
matt thomas,None,None,69,233,None,heavyweight,5,8,United States,-Memphis Tennessee-,https://www.sherdog.com/fighter/Matt-Thomas-9541
mike walbright,None,None,74,300,wolf den,super heavyweight,1,7,United States,-Harlan Kentucky-,https://www.sherdog.com/fighter/Mike-Walbright-18946
jeremy  baker,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Jeremy-Baker-39916
josh  wistafke,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Josh-Wistafke-39888
jeremy reardon,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Jeremy-Reardon-34206
jerry  brock,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Jerry-Brock-39766
ricky  brummett,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Ricky-Brummett-39795
jc  kieth,None,None,None,None,None,None,0,0,United States,-Harlan Kentucky-,https://www.sherdog.com/fighter/JC-Kieth-39858
todd  pennington,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Todd-Pennington-39920
brian  muse,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Brian-Muse-40002
brandon  farley,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Brandon-Farley-39848
chris  brewer,None,None,78,240,brewer's gym,heavyweight,0,0,USA,-Harlan Kentucky-,https://www.sherdog.com/fighter/Chris-Brewer-39804
virgil  blevins,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Virgil-Blevins-39776
joe  cottrell,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Joe-Cottrell-39764
joey martin,None,None,None,170,None,welterweight,0,0,United States,None,https://www.sherdog.com/fighter/Joey-Martin-33310
josh  blevins,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Josh-Blevins-39805
derrick  cottrell,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Derrick-Cottrell-39847
mike  bennett,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Mike-Bennett-39765
bob carlson,None,None,None,None,None,None,1,1,None,None,https://www.sherdog.com/fighter/Bob-Carlson-27398
jim allis,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Jim-Allis-96073
elliot tieman,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Elliot-Tieman-80506
juan vasquez,None,None,None,None,None,None,1,0,United States,-Washington-,https://www.sherdog.com/fighter/Juan-Vasquez-59265
glenn slaydon,None,None,None,None,None,None,1,0,None,None,https://www.sherdog.com/fighter/Glenn-Slaydon-27397
chan gailey,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Chan-Gailey-27400
marty  doyle,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Marty-Doyle-39800
jimmy  neely,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Jimmy-Neely-40018
erick jordan,None,None,70,170,team oxendine,welterweight,0,3,United States,-Asheville North Carolina-,https://www.sherdog.com/fighter/Erick-Jordan-5298
bj  hickson,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/BJ-Hickson-38784
blake  craft,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Blake-Craft-39849
danny  russell,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Danny-Russell-42456
clint wiggins,None,None,73,199,None,light heavyweight,1,1,United States,-Augusta Georgia-,https://www.sherdog.com/fighter/Clint-Wiggins-1489
james  lambert,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/James-Lambert-39763
joey  howard,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Joey-Howard-39775
justin  hensley,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Justin-Hensley-39865
houston grant,None,None,None,None,None,None,0,2,None,None,https://www.sherdog.com/fighter/Houston-Grant-4549
damien petty,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Damien-Petty-79640
josh  ewald,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Josh-Ewald-39774
thomas barber,None,None,67,145,None,featherweight,3,2,United States,-Kentucky-,https://www.sherdog.com/fighter/Thomas-Barber-42961
jimmy lyons,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Jimmy-Lyons-79637
richie  mccrystal,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Richie-McCrystal-39879
joe merit,None,None,None,180,team eagle,middleweight,10,10,United States,-Atlanta Georgia-,https://www.sherdog.com/fighter/Joe-Merit-2787
rich  ferrell,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Rich-Ferrell-38791
eric sandy,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Eric-Sandy-79636
dustin  wistafke,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Dustin-Wistafke-39917
courtney turner,None,None,74,170,None,welterweight,0,3,United States,-Metairie Louisiana-,https://www.sherdog.com/fighter/Courtney-Turner-285
chris seifert,06/19/1969,52,73,223,None,heavyweight,11,8,United States,-Baton Rouge Louisiana-,https://www.sherdog.com/fighter/Chris-Seifert-1550
joe cantwell,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Joe-Cantwell-82777
richard wells,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Richard-Wells-50339
christopher goodbrand,None,None,None,170,joslin fight team,welterweight,0,0,Canada,-Hamilton Ontario-,https://www.sherdog.com/fighter/Christopher-Goodbrand-220709
kelly williams,None,None,72,235,None,heavyweight,2,5,None,None,https://www.sherdog.com/fighter/Kelly-Williams-2784
corey brannon,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Corey-Brannon-17715
anthony williams,None,None,None,155,None,lightweight,0,0,United States,-Kalamazoo Michigan-,https://www.sherdog.com/fighter/Anthony-Williams-50340
ray gowlet,None,None,None,None,None,None,1,0,None,None,https://www.sherdog.com/fighter/Ray-Gowlet-44152
norman jumangit,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Norman-Jumangit-2785
mike kennedy,07/16/1970,51,76,220,lion's den,heavyweight,2,4,United States,-Dallas Texas-,https://www.sherdog.com/fighter/Mike-Kennedy-3079
dave voutas,None,None,None,None,None,None,1,0,None,None,https://www.sherdog.com/fighter/Dave-Voutas-2848
dyllan ford,None,None,None,None,None,None,0,0,United States,None,https://www.sherdog.com/fighter/Dyllan-Ford-44151
nate darnell,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Nate-Darnell-51418
jake kurtz,None,None,None,None,None,None,0,3,None,None,https://www.sherdog.com/fighter/Jake-Kurtz-7863
jason winthers,None,None,None,None,None,None,1,2,None,None,https://www.sherdog.com/fighter/Jason-Winthers-12344
eric moon,07/26/1985,36,68,170,michigan top team,welterweight,13,15,United States,-Hazel Park Michigan-,https://www.sherdog.com/fighter/Eric-Moon-54354
cameron allen,None,None,None,None,None,None,1,1,None,None,https://www.sherdog.com/fighter/Cameron-Allen-32325
mark waters,None,None,None,None,minnesota martial arts academy,None,7,4,None,None,https://www.sherdog.com/fighter/Mark-Waters-676
paul purfield,None,None,74,230,None,heavyweight,0,0,None,None,https://www.sherdog.com/fighter/Paul-Purfield-28077
kyle kennedy,None,None,None,None,None,None,1,2,None,None,https://www.sherdog.com/fighter/Kyle-Kennedy-25373
jake himes,None,None,None,None,None,None,0,6,None,None,https://www.sherdog.com/fighter/Jake-Himes-32323
allen williams,None,None,None,None,None,None,0,5,None,None,https://www.sherdog.com/fighter/Allen-Williams-16772
brett mackey,None,None,None,None,None,None,0,2,None,None,https://www.sherdog.com/fighter/Brett-Mackey-608
rick grabow,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Rick-Grabow-44825
john paul watson,None,None,None,185,team lightning,middleweight,0,1,United States,-Dawsonville Georgia-,https://www.sherdog.com/fighter/John-Paul-Watson-81043
jose gonzalez,None,None,None,None,None,None,2,1,None,None,https://www.sherdog.com/fighter/Jose-Gonzalez-3690
amhad amhad,None,None,None,None,None,None,1,1,None,None,https://www.sherdog.com/fighter/Amhad-Amhad-607
jason leider,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Jason-Leider-44826
tim boyle,None,None,None,155,blalock's imb,lightweight,1,5,United States,-Soddy Daisy Tennessee-,https://www.sherdog.com/fighter/Tim-Boyle-60866
frank fowler,None,None,None,None,None,None,0,3,None,None,https://www.sherdog.com/fighter/Frank-Fowler-27727
scott adams,07/16/1974,47,72,225,the pit,heavyweight,8,1,United States,-San Luis Obispo California-,https://www.sherdog.com/fighter/Scott-Adams-241
ben withrow,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Ben-Withrow-44848
christopher wolff,None,None,70,155,None,lightweight,0,1,United States,-Pigeon Forge Tennessee-,https://www.sherdog.com/fighter/Christopher-Wolff-60865
roger kessler,None,None,70,165,world grapping association,welterweight,3,5,United States,-Lakeland Florida-,https://www.sherdog.com/fighter/Roger-Kessler-1555
jason dean,None,None,71,220,the pit,heavyweight,1,2,USA,None,https://www.sherdog.com/fighter/Jason-Dean-6101
scott tannenbaum,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Scott-Tannenbaum-30503
adam hyde,None,None,68,145,team kaos,featherweight,1,1,United States,-Knoxville Tennessee-,https://www.sherdog.com/fighter/Adam-Hyde-78198
william perez,None,None,None,None,None,None,0,2,None,None,https://www.sherdog.com/fighter/William-Perez-5598
neal mason,None,None,None,None,submission factory,None,0,1,USA,None,https://www.sherdog.com/fighter/Neal-Mason-6092
scott carson,None,None,74,214,reign mma,heavyweight,4,2,United States,-Lake Forest California-,https://www.sherdog.com/fighter/Scott-Carson-2581
charles henry,None,None,None,145,None,featherweight,0,0,None,None,https://www.sherdog.com/fighter/Charles-Henry-78197
brandon thorton,None,None,None,None,None,None,1,0,None,None,https://www.sherdog.com/fighter/Brandon-Thorton-5597
