name,birthDate,age,height,weight,association,fighterClass,win,loss,nationality,locality,url
giannis symeonidis,10/1/1997,24,69,155,efl academy,lightweight,4,0,Greece,-Athens-,https://www.sherdog.com/fighter/Giannis-Symeonidis-274029
vasilis themis,None,None,None,170,grind athens,welterweight,4,1,Greece,-Athens-,https://www.sherdog.com/fighter/Vasilis-Themis-157521
alexander schwarz,None,None,None,170,team integra,welterweight,1,1,Germany,None,https://www.sherdog.com/fighter/Alexander-Schwarz-106627
akhliddin mirzadavlatov,04/27/1991,30,None,170,None,welterweight,8,2,Uzbekistan,-Shakhrikhan Andijan-,https://www.sherdog.com/fighter/Akhliddin-Mirzadavlatov-223745
jason santana,05/29/1991,30,67,145,blackzilians,featherweight,2,3,United States,-Waltham Massachusetts-,https://www.sherdog.com/fighter/Jason-Santana-199741
sven fortenbacher,None,None,None,155,german top team,lightweight,3,2,Germany,None,https://www.sherdog.com/fighter/Sven-Fortenbacher-233437
erkan basar,10/20/1984,37,68,185,None,middleweight,0,0,Turkey,-Kocaali-,https://www.sherdog.com/fighter/Erkan-Basar-106625
jaouad ikan,None,None,None,170,r-grip,welterweight,0,2,Netherlands,None,https://www.sherdog.com/fighter/Jaouad-Ikan-59412
mario morales,None,None,68,155,None,lightweight,0,0,United States,-North Carolina-,https://www.sherdog.com/fighter/Mario-Morales-260901
markus held,None,None,None,155,german top team,lightweight,2,5,Germany,None,https://www.sherdog.com/fighter/Markus-Held-249321
diemo mollenhauer,None,None,None,170,None,welterweight,0,0,Germany,None,https://www.sherdog.com/fighter/Diemo-Mollenhauer-115927
anthony wright,01/31/1982,40,68,145,team roc,featherweight,4,1,United States,-Durham North Carolina-,https://www.sherdog.com/fighter/Anthony-Wright-203639
miljan jaksic,None,None,None,165,eclectic fighting system,welterweight,2,2,Serbia,-Belgrad-,https://www.sherdog.com/fighter/Miljan-Jaksic-47020
tobias huber,02/14/1983,38,67,145,kong's gym,featherweight,13,24,Brazil,-Joao Pessoa Paraiba-,https://www.sherdog.com/fighter/Tobias-Huber-93375
mike lawrence,01/23/1982,40,71,145,mma institute,featherweight,6,6,United States,-Richmond Virginia-,https://www.sherdog.com/fighter/Mike-Lawrence-191151
nemanja milosevic,03/18/1990,31,None,185,car dusan silni,middleweight,12,4,Serbia,-Novi Sad Vojvodina-,https://www.sherdog.com/fighter/Nemanja-Milosevic-40468
max winkler,None,None,None,155,german top team,lightweight,0,0,Germany,-Worms-,https://www.sherdog.com/fighter/Max-Winkler-103399
christian aendekerk,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Christian-Aendekerk-93377
ardit hysa,None,None,None,145,None,featherweight,0,4,United States,-Virginia-,https://www.sherdog.com/fighter/Ardit-Hysa-191651
srdjan sucur,None,None,None,185,None,middleweight,0,1,Serbia,None,https://www.sherdog.com/fighter/Srdjan-Sucur-113977
maurice skrober,08/20/1992,29,69,170,suum cuique,welterweight,1,3,Germany,-Mainz-,https://www.sherdog.com/fighter/Maurice-Skrober-92057
yanick isenmann,06/30/1992,29,None,155,shidokan aargovia,lightweight,1,0,Switzerland,-Rudolfstetten-,https://www.sherdog.com/fighter/Yanick-Isenmann-75076
reginald barnett jr.,None,None,65,125,None,flyweight,3,4,United States,-Virginia-,https://www.sherdog.com/fighter/Reginald-Barnett-Jr-189139
walid nessib,None,None,None,185,None,middleweight,0,0,Tunisia,None,https://www.sherdog.com/fighter/Walid-Nessib-84864
alexander eck,None,None,None,155,fighters gym,lightweight,0,0,Germany,-Tauberbischofsheim-,https://www.sherdog.com/fighter/Alexander-Eck-168789
ivan dokic,None,None,None,170,german top team,welterweight,0,0,Germany,None,https://www.sherdog.com/fighter/Ivan-Dokic-128281
jake hunsucker,None,None,None,135,None,bantamweight,0,0,United States,None,https://www.sherdog.com/fighter/Jake-Hunsucker-370615
thabet agha,None,None,None,170,None,welterweight,0,1,Syria,None,https://www.sherdog.com/fighter/Thabet-Agha-81750
ahmed khalid mohammed,None,None,None,None,None,None,1,1,Egypt,None,https://www.sherdog.com/fighter/Ahmed-Khalid-Mohammed-113153
andrej hodakovski,None,None,None,155,steelhouse gym,lightweight,2,1,Germany,None,https://www.sherdog.com/fighter/Andrej-Hodakovski-147073
stephen addey,None,None,None,None,None,None,0,0,Ghana,None,https://www.sherdog.com/fighter/Stephen-Addey-98015
mohammad youssef,None,None,None,185,None,middleweight,0,0,Egypt,None,https://www.sherdog.com/fighter/Mohammad-Youssef-81751
walid mohamed,12/31/1970,52,None,00,None,welterweight,1,0,Egypt,None,https://www.sherdog.com/fighter/Walid-Mohamed-138763
karl manthey,None,None,None,155,kampfsportschule allerborn,lightweight,0,0,Germany,None,https://www.sherdog.com/fighter/Karl-Manthey-246635
wladislaw gumarow,None,None,None,154,mma michelstadt,lightweight,0,0,Germany,None,https://www.sherdog.com/fighter/Wladislaw-Gumarow-265993
serkan ertas,None,None,None,152,combat club cologne,lightweight,0,1,Germany,None,https://www.sherdog.com/fighter/Serkan-Ertas-267701
yehia akram deghidy,None,None,None,170,None,welterweight,0,2,Egypt,None,https://www.sherdog.com/fighter/Yehia-Akram-Deghidy-86653
magomed tisaev,None,None,None,159,iron fist gym vienna,welterweight,2,0,Austria,None,https://www.sherdog.com/fighter/Magomed-Tisaev-268721
toni grande,None,None,None,144,trigoon,featherweight,0,4,Germany,None,https://www.sherdog.com/fighter/Toni-Grande-274285
akram  hussien boughdady,None,None,None,185,None,middleweight,1,0,Syria,None,https://www.sherdog.com/fighter/Akram-Hussien-Boughdady-197965
amr baraka,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Amr-Baraka-138765
muhammed akyuz,None,None,None,155,austrian mma academy,lightweight,1,0,Austria,None,https://www.sherdog.com/fighter/Muhammed-Akyuz-268727
nursu mamedov,None,None,None,155,pantera fighter,lightweight,3,2,Germany,None,https://www.sherdog.com/fighter/Nursu-Mamedov-261255
till stritter,None,None,None,144,team allerborn,featherweight,1,6,Germany,None,https://www.sherdog.com/fighter/Till-Stritter-182151
mohamed basyouny,None,None,None,None,None,None,1,0,Egypt,None,https://www.sherdog.com/fighter/Mohamed-Basyouny-113599
rafael rutscheck,None,None,None,155,iron fist gym vienna,lightweight,1,2,Austria,None,https://www.sherdog.com/fighter/Rafael-Rutscheck-140441
elison goncalvez,10/3/1985,36,66,125,corinthians mma,flyweight,9,8,Brazil,-Potirendaba Sao Paulo-,https://www.sherdog.com/fighter/Elison-Goncalvez-169003
kenji bortoluzzi,10/13/1989,32,68,135,buddy gym,bantamweight,11,4,Switzerland,-St. Gallen-,https://www.sherdog.com/fighter/Kenji-Bortoluzzi-133565
yaser tantawy,None,None,None,170,None,welterweight,1,2,Egypt,-Cairo-,https://www.sherdog.com/fighter/Yaser-Tantawy-127021
borislav nikolic,01/29/1993,29,69,135,secutor,bantamweight,9,1,Serbia,-Belgrade-,https://www.sherdog.com/fighter/Borislav-Nikolic-229283
leonardo wilson,None,None,66,145,zk old school,featherweight,0,1,Brazil,None,https://www.sherdog.com/fighter/Leonardo-Wilson-169005
jorge batista,None,None,None,155,icon jiu-jitsu,lightweight,0,0,Switzerland,None,https://www.sherdog.com/fighter/Jorge-Batista-170731
ahmed soliman,None,None,72,155,aufc academy,lightweight,5,4,Egypt,-Cairo-,https://www.sherdog.com/fighter/Ahmed-Soliman-127023
mislav major,None,None,None,145,None,featherweight,0,1,Croatia,-Zagreb-,https://www.sherdog.com/fighter/Mislav-Major-234899
marinko zarubica,None,None,None,145,None,featherweight,5,3,Montenegro,None,https://www.sherdog.com/fighter/Marinko-Zarubica-164751
vasil ivanov,None,None,None,135,None,bantamweight,0,1,Bulgaria,None,https://www.sherdog.com/fighter/Vasil-Ivanov-239419
hamada tantawy,None,None,None,185,None,middleweight,5,0,Egypt,-Cairo-,https://www.sherdog.com/fighter/Hamada-Tantawy-127005
mosaad saad,None,None,None,155,None,lightweight,0,1,Egypt,None,https://www.sherdog.com/fighter/Mosaad-Saad-152417
paul markotic,None,None,None,None,None,None,0,1,Croatia,None,https://www.sherdog.com/fighter/Paul-Markotic-123351
ajdin ahmic,None,None,None,145,None,featherweight,0,0,Bosnia and Herzegovina,None,https://www.sherdog.com/fighter/Ajdin-Ahmic-180801
ahmed shaaban,None,None,None,None,None,None,3,6,Egypt,None,https://www.sherdog.com/fighter/Ahmed-Shaaban-113551
mohamed el sayed,None,None,None,None,None,None,1,2,None,None,https://www.sherdog.com/fighter/Mohamed-El-Sayed-138787
antonio kaznacic,None,None,None,None,None,None,1,0,Croatia,None,https://www.sherdog.com/fighter/Antonio-Kaznacic-123349
mohamed kolman,None,None,None,205,None,light heavyweight,1,3,Egypt,None,https://www.sherdog.com/fighter/Mohamed-Kolman-134375
tamer saied,None,None,None,None,None,None,0,2,None,None,https://www.sherdog.com/fighter/Tamer-Saied-138775
sami amin,12/23/1981,40,66,155,egyptian top team,lightweight,8,7,Egypt,-Cairo-,https://www.sherdog.com/fighter/Sami-Amin-134367
viseslav aracic,None,None,None,170,None,welterweight,0,0,Croatia,None,https://www.sherdog.com/fighter/Viseslav-Aracic-173739
abdalah latif,None,None,None,205,None,light heavyweight,0,1,Egypt,None,https://www.sherdog.com/fighter/Abdalah-Latif-134377
mohamed abdel karim,04/13/1992,29,76,237,egyptian top team,heavyweight,7,7,Egypt,-Cairo-,https://www.sherdog.com/fighter/Mohamed-Abdel-Karim-108441
rakan asem,None,None,None,155,None,lightweight,0,0,None,None,https://www.sherdog.com/fighter/Rakan-Asem-138609
abdo agor,None,None,None,155,None,lightweight,0,1,Egypt,None,https://www.sherdog.com/fighter/Abdo-Agor-134369
bharat khandare,06/20/1989,32,67,145,superhuman gym,featherweight,5,3,India,-Bhagur Maharashtra-,https://www.sherdog.com/fighter/Bharat-Khandare-86855
saied ahmed,None,None,None,None,None,None,0,1,Egypt,None,https://www.sherdog.com/fighter/Saied-Ahmed-138621
omar abdel rahman,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Omar-Abdel-Rahman-138783
mohamed walid,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Mohamed-Walid-138795
nariman musaev,None,None,None,155,None,lightweight,4,4,Kazakhstan,None,https://www.sherdog.com/fighter/Nariman-Musaev-86850
soro ismael,None,None,69,134,None,bantamweight,1,2,Ivory Coast,None,https://www.sherdog.com/fighter/Soro-Ismael-96735
pushpender singh,None,None,67,135,None,bantamweight,2,6,India,-New Delhi National Capital Territory of Delhi-,https://www.sherdog.com/fighter/Pushpender-Singh-117555
narender grewal,None,None,67,135,None,bantamweight,7,1,India,-Rohtak Haryana-,https://www.sherdog.com/fighter/Narender-Grewal-118197
zhambolat  serkebaev,None,None,None,155,None,lightweight,0,2,Kazakhstan,None,https://www.sherdog.com/fighter/Zhambolat-Serkebaev-175905
siddesh shirgaonkar,None,None,63,146,None,featherweight,0,2,India,-Maharashtra-,https://www.sherdog.com/fighter/Siddesh-Shirgaonkar-116815
irfan khan,None,None,66,125,fight elite kickboxing club,flyweight,7,6,India,-Mumbai Maharashtra-,https://www.sherdog.com/fighter/Irfan-Khan-116079
siddharth varma,None,None,68,143,None,featherweight,0,1,India,None,https://www.sherdog.com/fighter/Siddharth-Varma-116873
alibek akhazaev,None,None,69,155,fight club berkut,lightweight,8,3,Russia,-Grozny Chechnya-,https://www.sherdog.com/fighter/Alibek-Akhazaev-158703
satyajit  changmai,None,None,None,125,None,flyweight,3,1,India,None,https://www.sherdog.com/fighter/Satyajit-Changmai-182949
vladislav novitsky,None,None,68,145,aquarium,featherweight,9,5,Belarus,None,https://www.sherdog.com/fighter/Vladislav-Novitsky-109613
kaushik sen,None,None,65,135,tiger's gym and fight club,bantamweight,0,2,India,-Kolkata West Bengal-,https://www.sherdog.com/fighter/Kaushik-Sen-31794
magomed khizriev,None,None,None,170,None,welterweight,0,1,Russia,None,https://www.sherdog.com/fighter/Magomed-Khizriev-173083
vikato  kiho,None,None,None,125,None,flyweight,0,1,India,None,https://www.sherdog.com/fighter/Vikato-Kiho-222187
igor chemyakin,None,None,68,145,None,featherweight,5,1,Belarus,-Minsk-,https://www.sherdog.com/fighter/Igor-Chemyakin-103871
frank young,10/1/1984,37,68,145,miletich martial arts,featherweight,10,23,United States,-Iowa-,https://www.sherdog.com/fighter/Frank-Young-10005
chris wise,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Chris-Wise-32360
uchit sharma,None,None,63,123,None,flyweight,2,2,India,-Meerut Uttar Pradesh-,https://www.sherdog.com/fighter/Uchit-Sharma-118467
rustam mohammad,None,None,None,155,None,lightweight,4,2,Belarus,-Minsk-,https://www.sherdog.com/fighter/Rustam-Mohammad-166519
paul scott,None,None,None,None,None,None,0,2,None,None,https://www.sherdog.com/fighter/Paul-Scott-10987
chris spedale,None,None,None,None,None,None,0,0,USA,None,https://www.sherdog.com/fighter/Chris-Spedale-6489
yashvir singh,None,None,67,128,None,bantamweight,0,1,India,None,https://www.sherdog.com/fighter/Yashvir-Singh-120685
shamil yakhyaev,None,None,None,155,None,lightweight,7,0,Belarus,-Minsk-,https://www.sherdog.com/fighter/Shamil-Yakhyaev-166517
michael osbourn,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Michael-Osbourn-25675
joe mcburney,None,None,68,135,None,bantamweight,8,1,United States,-Des Moines Iowa-,https://www.sherdog.com/fighter/Joe-McBurney-6490
tim  black,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Tim-Black-38940
pavel nikolaenya,None,None,None,154,None,lightweight,2,2,Belarus,-Minsk-,https://www.sherdog.com/fighter/Pavel-Nikolaenya-103877
armando carlos bayos hernandez,None,None,None,155,None,lightweight,2,0,Spain,None,https://www.sherdog.com/fighter/Armando-Carlos-Bayos-Hernandez-308857
matt bauler,None,None,None,None,None,None,5,9,None,None,https://www.sherdog.com/fighter/Matt-Bauler-8550
nick newton,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Nick-Newton-20105
ramazan sulebanov,None,None,None,155,gorets,lightweight,6,0,Russia,-Makhachkala Dagestan-,https://www.sherdog.com/fighter/Ramazan-Sulebanov-86311
julien denis,None,None,None,152,None,lightweight,3,4,France,None,https://www.sherdog.com/fighter/Julien-Denis-40684
shamus terrwiliger,None,None,None,None,None,None,1,0,None,None,https://www.sherdog.com/fighter/Shamus-Terrwiliger-8551
bryan  hill,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Bryan-Hill-38862
catalin casaru,04/12/1990,31,66,155,None,lightweight,6,0,Romania,None,https://www.sherdog.com/fighter/Catalin-Casaru-174393
freddy thole,None,None,None,154,None,lightweight,5,2,France,None,https://www.sherdog.com/fighter/Freddy-Thole-31891
edvin ramdedovic,03/18/1983,38,66,160,mma ljubljana,welterweight,6,4,Slovenia,-Domzale-,https://www.sherdog.com/fighter/Edvin-Ramdedovic-30841
greg  cloyse,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Greg-Cloyse-38863
razvan radu,None,None,None,155,utc birmingham,lightweight,1,4,Romania,None,https://www.sherdog.com/fighter/Razvan-Radu-174395
sebastien herrmann,None,None,None,None,wery fighting academy,None,4,13,France,None,https://www.sherdog.com/fighter/Sebastien-Herrmann-31894
nenad sancic,None,None,None,185,team hardcore,middleweight,3,8,Croatia,-Zagreb-,https://www.sherdog.com/fighter/Nenad-Sancic-12885
danijel dzebic,10/7/1987,34,None,185,croatian top team,middleweight,8,7,Croatia,-Zagreb-,https://www.sherdog.com/fighter/Danijel-Dzebic-30846
ionut gelep,None,None,None,155,None,lightweight,0,1,Romania,None,https://www.sherdog.com/fighter/Ionut-Gelep-350705
phillip oeser,None,None,None,None,None,None,1,0,None,None,https://www.sherdog.com/fighter/Phillip-Oeser-41160
matija dujnic,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Matija-Dujnic-12890
gerhard gorewoda,None,None,71,175,team stockmann,middleweight,10,9,Poland,-Vienna-,https://www.sherdog.com/fighter/Gerhard-Gorewoda-15818
dejan milosevic,None,None,None,None,None,None,6,2,None,None,https://www.sherdog.com/fighter/Dejan-Milosevic-25467
dusan dzakic,01/17/1987,35,70,169,car dusan silni,welterweight,23,11,Serbia,-Belgrade-,https://www.sherdog.com/fighter/Dusan-Dzakic-21907
